institutionCode,catalogNumber,otherIdentifier,otherNumber,month,year,binomial,Freshly_killed,massing,totalLength,tailLength,headbodyLength,sex,ageClass,reproductivelyActive,Liver_mass,Cecum_full_mass,Cecum_length,Cecum_curved_length,Cecum_empty_mass,Cecum_dry_mass,Stomach_full_mass,Stomach_length,Stomach_curved_length,Stomach_empty_mass,Stomach_dry_mass,LI_full_mass,LI_length,LI_empty_mass,LI_dry_mass,SI_full_mass,SI_length,SI_empty_mass,SI_dry_mass,Intestine_full_mass (shrew/mole only),Intestine_length (shrew/mole only),Intestine_empty_mass (shrew/mole only),Intestine_dry_mass (shrew/mole only),Total_GI_length ,Total_GI_length_scaled
UNCG,433,,,December,2022,Peromyscus leucopus ,No ,15.75,148,64,84,Male,adult,No,0.7777,0.6859,38,46,0.0911,0.0151,0.2971,25,31,0.2433,0.0487,0.1744,89,0.071,0.0145,1.1413,317,0.3593,0.0711,,,,,483,5.75
UNCG,434,,,December,2022,Peromyscus leucopus ,No ,12.5,146,62,84,Female,adult,No,0.6368,0.5614,33,41,0.0744,0.0108,0.2969,22,30,0.2534,0.0512,0.2301,102,0.1293,0.0231,0.8029,356,0.3234,0.0404,,,,,529,6.297619048
UNCG,435,,,December,2022,Peromyscus maniculatus ,Yes,13,162,82,80,Male,adult,No,0.7728,0.3407,27,37,0.079,0.0136,0.2682,23,30,0.232,0.0526,0.1653,84,0.0699,0.0126,0.7588,299,0.2461,0.0503,,,,,450,5.625
UNCG,436,,,December,2022,Peromyscus maniculatus ,Yes,11.25,146,71,75,Female,adult,No,0.3855,0.2844,23,27,0.0398,0.0055,0.1944,22,27,0.1444,0.0301,0.1016,78,0.048,0.0096,0.7112,249,0.2483,0.0482,,,,,381,5.08
UNCG,455,,,March,2022,Microtus pinetorum ,Yes,19.5,124,23,101,Male,adult,No,,0.7035,71,71,0.1604,0.0271,0.3854,22,33,0.2276,0.0473,0.2822,113,0.1593,0.0289,0.9304,215,0.3994,0.0852,,,,,432,4.277227723
UNCG,460,,,April,2022,Peromyscus leucopus ,No ,21.5,149,56,93,Female,adult,Yes,,0.7245,38,41,0.1175,0.0209,0.7765,25,39,0.2584,0.0652,0.5401,107,0.1206,0.0169,1.5551,326,0.429,0.0806,,,,,513,5.516129032
UNCG,461,,,April,2022,Peromyscus leucopus ,No ,20.5,[152],66,86,Female,adult,Yes,,0.5528,38,44,0.1127,0.018,0.7272,28,46,0.3104,0.0716,0.1791,57,0.0745,0.0134,1.2045,319,0.8312,0.1699,,,,,466,5.418604651
UNCG,481,,,May,2022,Napaeozapus insignis ,No ,29.5,232,147,85,Female,adult,Yes,,0.4778,46,46,0.035,0.0051,2.1773,23,49,0.1092,0.0244,0.3678,88,0.1225,0.0203,2.1346,273,0.4898,0.0897,,,,,456,5.364705882
UNCG,491,,,May ,2022,Napaeozapus insignis,No ,24,220,136,84,Male,adult,Yes,,0.2523,67,67,0.0675,0.0103,0.9092,19,47,0.1039,0.0233,0.1276,63,0.0476,0.0073,1.2515,255,0.2587,0.0464,,,,,432,5.142857143
UNCG,504,,,May,2022,Sciurus carolinensis,No ,380,431,212,219,Male,adult,Yes,,5.463,53,95,1.1177,0.2258,7.8375,38,67,1.2924,0.2938,4.6315,266,0.9863,0.2579,11.2769,1110,3.4594,0.6952,,,,,1538,7.02283105
UNCG,510,,,July,2022,Rattus norvegicus,No ,300,411,193,218,Male,adult,Yes,,6.3433,,127,0.08078,0.1548,2.5353,44,62,1.796,0.4038,1.7251,133,0.7431,0.1552,11.0607,1413,5.1829,1.1006,,,,,1735,7.958715596
UNCG,511,,,September,2022,Peromyscus leucopus ,No ,16.75,139,60,79,Male,adult,Yes,,0.3707,24,34,0.076,0.0122,0.8763,29,52,0.3126,0.0783,0.2279,76,0.0822,0.0164,0.8014,214,0.2651,0.0498,,,,,376,4.759493671
UNCG,512,,,June,2022,Blarina carolinensis ,No ,NA,95,22,73,Female,adult,No,,,,,,,,19,21,0.0483,0.0076,,,,,,,,,1.0103,305,0.1841,0.0276,326,4.465753425
,,NDM,4454,September,2016,Microtus pinetorum ,Unknown,NA,119,20,99,Male,adult,No,,1.0889,55,82,0.1195,0.0166,1.824,33,54,0.2785,0.064,0.4029,153,0.1298,0.0188,1.0066,252,0.3115,0.0383,,,,,541,5.464646465
,,NDM,4455,September,2016,Microtus pinetorum ,Unknown,NA,124,21,103,Male,adult,No,,1.8173,67,67,0.2382,0.0403,1.7058,32,49,0.2627,0.0635,0.7422,166,0.1669,0.0283,1.1402,339,0.5589,0.0804,,,,,621,6.029126214
,,NDM,4456,April,2017,Peromyscus leucopus ,Unknown,NA,146,61,85,Male,adult,Yes,,0.6062,41,45,0.1209,0.0119,0.6014,28,45,0.2397,0.0474,0.3493,99,0.105,0.0145,1.0716,324,0.2175,0.037,,,,,513,6.035294118
,,NDM,4457,February,2016,Peromyscus leucopus ,Unknown,NA,160,64,96,Male,adult,No,,0.3472,34,37,0.1139,0.0147,1.809,35,54,0.3245,0.0661,0.3229,94,0.084,0.0099,0.9993,314,0.316,0.0488,,,,,499,5.197916667
,,NDM,4458,July,2016,Peromyscus leucopus ,Unknown,NA,144,62,82,Female,adult,No,,0.4271,38,44,0.0746,0.0093,0.9179,36,38,0.2415,0.0438,0.2936,84,0.0733,0.0121,0.5504,262,0.1661,0.0303,,,,,428,5.219512195
,,NDM,4459,July,2016,Peromyscus leucopus ,Unknown,NA,140,62,78,Male,adult,No,,0.5697,43,48,0.0966,0.014,1.0848,31,37,0.2403,0.0457,0.1962,67,0.034,0.0039,0.7762,309,0.121,0.0206,,,,,461,5.91025641
,,NDM,4460,November,2016,Peromyscus leucopus ,Unknown,NA,167,71,96,Male,adult,Yes,,0.8063,36,49,0.1111,0.0166,0.9075,29,42,0.2843,0.0653,0.32,124,0.097,0.0142,1.3861,297,0.1715,0.0263,,,,,512,5.333333333
,,NDM,4462,May,2017,Peromyscus leucopus ,Unknown,NA,129,51,78,Female,adult,No,,0.3042,29,40,0.0509,0.0069,0.8025,32,42,0.2501,0.0448,0.2703,90,0.0691,0.0103,0.5521,219,0.0756,0.0133,,,,,391,5.012820513
,,NDM,4463,May,2017,Peromyscus leucopus ,Unknown,NA,159,67,92,Male,adult,Yes,,0.4015,41,46,0.1126,0.0148,0.875,31,40,0.3105,0.0678,0.2177,77,0.0577,0.0047,0.9283,225,0.141,0.0203,,,,,388,4.217391304
,,NDM,4464,May,2017,Peromyscus leucopus ,Unknown,NA,143,58,85,Male,adult,No,,0.5567,28,34,0.0827,0.0117,0.7808,31,49,0.2577,0.0496,0.3249,77,0.0626,0.0078,0.9854,285,0.1873,0.0263,,,,,445,5.235294118
,,NDM,4559,August ,2018,Peromyscus leucopus ,Unknown,NA,157,65,92,Female,adult,Yes,,0.3828,40,39,0.0897,0.016,0.7117,34,44,0.2474,0.062,0.2372,76,0.0736,0.011,0.8815,328,0.2234,0.038,,,,,487,5.293478261
,,NDM,4561,February,2019,Peromyscus leucopus ,Unknown,NA,154,63,91,Female,adult,No,,0.748,41,52,0.1141,0.0157,1.0266,37,50,0.3383,0.0663,0.412,104,0.1705,0.0235,0.9324,304,0.247,0.0359,,,,,510,5.604395604
,,NDM,4562,February,2019,Peromyscus leucopus ,Unknown,NA,161,67,94,Male,adult,No,,0.4209,32,39,0.1253,0.0161,1.9577,35,52,0.3552,0.0931,0.2518,69,0.119,0.0131,1.1414,312,0.3427,0.0523,,,,,472,5.021276596
,,NDM,4564,May,2019,Peromyscus leucopus ,Unknown,NA,157,64,93,Male,adult,No,,0.4736,34,51,0.114,0.0167,0.4485,26,37,0.329,0.0576,0.1432,66,0.0463,0.0052,0.7394,322,0.1919,0.028,,,,,476,5.11827957
,,NDM,4565,December,2020,Peromyscus leucopus ,Unknown,NA,118,51,67,Female,adult,No,,0.4771,37,41,0.0724,0.0105,1.5438,31,49,0.175,0.0366,0.1383,57,0.0342,0.0051,0.8034,267,0.1302,0.0181,,,,,414,6.179104478
,,NDM,4566,December,2020,Peromyscus leucopus ,Unknown,NA,149,65,84,Male,adult,No,,0.4772,38,45,0.097,0.0137,0.9894,30,40,0.2134,0.0469,0.3259,90,0.0937,0.0132,0.6828,256,0.1103,0.0164,,,,,431,5.130952381
,,NDM,4567,December,2020,Peromyscus leucopus ,Unknown,NA,167,76,91,Female,adult,Yes,,1.0905,50,49,0.1635,0.0215,0.9858,33,45,0.3654,0.0773,0.5987,126,0.1687,0.0241,1.517,342,0.2793,0.0389,,,,,562,6.175824176
,,NDM,4568,December,2020,Peromyscus leucopus ,Unknown,NA,147,62,85,Female,adult,No,,0.8766,43,44,0.1184,0.0187,0.7758,26,36,0.2361,0.0552,0.2089,62,0.0464,0.0063,0.9562,290,0.1973,0.0254,,,,,432,5.082352941
,,NDM,4569,December,2020,Peromyscus leucopus ,Unknown,NA,144,60,84,Female,adult,No,,0.6426,46,52,0.1351,0.0183,0.9525,33,43,0.2281,0.0406,0.3131,79,0.0627,0.0086,1.0797,312,0.175,0.0272,,,,,486,5.785714286
,,NDM,4572,February,2020,Blarina brevicauda,Unknown,NA,119,23,96,Male,adult,No,,,,,,,0.5713,32,39,0.1194,0.0164,,,,,,,,,1.3065,381,0.5106,0.0768,420,4.375
,,NDM,4573,March,2020,Blarina brevicauda,Unknown,NA,132,24,108,Male,adult,No,,,,,,,0.3688,30,39,0.1286,0.0154,,,,,,,,,1.4196,416,0.3128,0.0548,455,4.212962963
,,NDM,4576,January,2019,Scalopus aquaticus ,Unknown,NA,167,19,148,Male,adult,No,,,,,,,1.4447,52,57,0.8292,0.1626,,,,,,,,,5.574,654,1.0266,0.1725,711,4.804054054
,,NDM,4577,November,2016,Microtus pennsylvanicus ,Unknown,34,155,37,118,Male,adult,No,,2.006,133,132,0.3727,0.0616,0.706,29,39,0.3544,0.0694,0.7916,214,0.4072,0.0661,1.6673,359,0.9392,0.1408,,,,,744,6.305084746
,,NDM,4578,October,2019,Microtus pennsylvanicus ,Unknown,43,163,42,121,Male,adult,No,,3.7833,126,131,0.6742,0.1375,1.762,38,52,0.4166,0.0878,0.6614,146,0.4031,0.0618,1.7082,376,0.6223,0.0973,,,,,705,5.826446281
,,NDM,4579,November,2016,Mus musculus ,Unknown,19,165,73,92,Male,adult,Yes,,,,,,,,,,,,0.3432,87,0.0642,0.0106,1.9831,319,0.5221,0.138,,,,,,
,,NDM,4580,November,2016,Mus musculus ,Unknown,19,144,68,76,Female,adult,No,,0.1318,20,21,0.024,0.0058,,,,,,0.1402,62,0.0752,0.0167,0.7864,294,0.3579,0.0793,,,,,,
,,NEON,01I67,September,2018,Glaucomys sabrinus ,Unknown,90.4,275,125,150,Male,adult,No,,2.222,88,92,0.6464,0.1076,4.4976,45,79,0.8096,0.1809,1.4291,246,0.6324,0.0948,5.5753,869,1.6392,0.2639,,,,,1286,8.573333333
,,NEON,01I6Z,August ,2018,Glaucomys sabrinus ,Unknown,86.4,256,110,146,Male,adult,Yes,,2.6373,66,70,0.6674,0.0986,8.5307,46,72,0.7638,0.1679,2.126,321,0.8464,0.1306,6.7826,854,1.303,0.2164,,,,,1317,9.020547945
,,NEON,01I7N,July,2018,Glaucomys sabrinus ,Unknown,101.8,272,120,152,Male,adult,Yes,,2.6371,69,72,0.7195,0.1144,8.2592,51,81,0.8803,0.1914,2.0273,294,0.8365,0.143,6.6772,969,1.7324,0.3027,,,,,1416,9.315789474
,,NEON,01I7P,July,2018,Glaucomys sabrinus ,Unknown,125.8,285,124,161,Female,adult,No,,3.3257,78,86,1.0095,0.1641,17.6427,62,105,1.5928,0.3727,2.8845,395,1.1316,0.2121,8.5489,1104,1.9409,0.3549,,,,,1690,10.49689441
,,NEON,01IEQ,September,2018,Glaucomys volans ,Unknown,53.7,213,105,108,Male,adult,Yes,,1.8253,62,67,0.3169,0.043,0.7908,27,36,0.4837,0.0811,1.2873,220,0.2998,0.0401,4.7959,677,0.9474,0.1386,,,,,1000,9.259259259
,,NEON,01IEX,September,2018,Glaucomys volans ,Unknown,49,223,97,126,Male,adult,Yes,,1.2996,51,56,0.4761,0.0565,0.8707,29,47,0.5885,0.127,1.4997,190,0.3407,0.0488,3.8965,622,0.9069,0.1111,,,,,915,7.261904762
,,NEON,01IEY,September,2018,Glaucomys volans ,Unknown,60.5,233,107,126,Female,adult,No,,2.9456,61,68,0.479,0.06,0.9302,28,43,0.5485,0.1059,1.2402,200,0.319,0.0906,4.5013,668,1.1169,0.1572,,,,,979,7.76984127
,,NEON,01IFM,May ,2018,Glaucomys volans ,Unknown,56.7,230,99,131,Female,adult,No,,1.8189,61,70,0.5131,0.0624,1.4331,39,49,0.7059,0.0485,0.5681,137,0.2626,0.0396,6.606,730,1.57,0.2081,,,,,986,7.526717557
,,NEON,01IPU,July,2019,Microtus pennsylvanicus ,Unknown,43.7,150,41,109,Male,adult,Yes,,2.3976,138,122,0.4124,0.0738,0.843,29,46,0.3682,0.093,0.6049,249,0.3842,0.0587,2.3129,504,1.4532,0.255,,,,,921,8.449541284
,,NEON,016Q,September,2018,Microtus pennsylvanicus ,Unknown,23.4,121,35,86,Female,adult,No,,2.2091,112,137,0.326,0.0694,1.4792,26,42,0.2262,0.0507,0.5518,204,0.2743,0.0557,2.014,307,0.7476,0.1522,,,,,690,8.023255814
,,NEON,01OJ,August ,2019,Microtus pennsylvanicus ,Unknown,22.2,134,39,95,Female,adult,No,,2.4386,137,138,0.3719,0.0555,0.3483,21,31,0.2564,0.056,0.3875,218,0.2573,0.0395,1.1192,290,0.6018,0.103,,,,,677,7.126315789
,,NEON,01IP3,October,2019,Microtus pennsylvanicus ,Unknown,24.1,133,38,95,Male,adult,Yes,,1.6583,149,156,0.462,0.071,0.9519,28,39,0.2562,0.0598,0.5977,186,0.3555,0.0612,1.8427,304,0.7801,0.1385,,,,,685,7.210526316
,,NEON,01IPW,September,2019,Microtus pennsylvanicus ,Unknown,31,133,39,94,Female,adult,Yes,,1.9222,113,113,0.3091,0.0468,0.6728,27,37,0.229,0.0505,0.6444,212,0.4377,0.0858,1.5443,346,0.985,0.1892,,,,,708,7.531914894
,,NEON,011Q3,April,2019,Microtus pennsylvanicus ,Unknown,36.7,146,39,107,Female,adult,No,,4.4132,119,141,0.7212,0.0884,0.5564,28,35,0.4601,0.1752,0.7651,212,0.4822,0.0786,2.5678,404,1.6935,0.3225,,,,,792,7.401869159
,,NEON,011BX,September,2018,Myodes gapperi,Unknown,19.9,125,36,89,Female ,adult,No,,1.3056,82,84,0.3294,0.0577,1.3138,35,55,0.182,0.0402,0.3833,162,0.1245,0.0147,1.4514,558,0.4929,0.0789,,,,,859,9.651685393
,,NEON,011BZ,September,2018,Myodes gapperi,Unknown,17.6,125,35,90,Male,adult,No,,0.9991,69,70,0.2671,0.0397,0.3793,30,31,0.1904,0.0387,0.2291,122,0.0939,0.0126,1.4528,599,0.6055,0.089,,,,,822,9.133333333
,,NEON,01ICO,September,2018,Myodes gapperi,Unknown,19.8,132,47,85,Male,adult,No,,1.0914,77,73,0.4318,0.0694,0.9347,31,50,0.2174,0.0487,0.3718,180,0.169,0.0243,1.7993,549,0.885,0.1473,,,,,852,10.02352941
,,NEON,01IFA,August ,2018,Myodes gapperi,Unknown,17.9,127,41,86,Male,adult,Yes,,0.9061,58,61,0.2697,0.0427,1.4981,32,43,0.2239,0.0536,0.3049,187,0.2552,0.047,0.8982,384,0.5008,0.0827,,,,,675,7.848837209
,,NEON,01IDT,July,2018,Napaeozapus insignis ,Unknown,18.7,227,145,82,Male,adult,Yes,,0.1948,21,31,0.0673,0.0081,0.6876,29,30,0.1482,0.0334,0.2849,113,0.1154,0.0173,0.9982,280,0.4748,0.0824,,,,,454,5.536585366
,,NEON,01IMG,August ,2019,Napaeozapus insignis ,Unknown,22.4,224,144,80,Female,adult,No,,,,,,,0.662,23,32,0.2189,0.0517,0.5869,182,0.1886,0.0322,1.3676,283,0.4878,0.1,,,,,,
,,NEON,01INB,June,2019,Napaeozapus insignis ,Unknown,21,210,135,75,Male,adult,Yes,,0.3244,27,34,0.0986,0.0179,2.1589,21,49,0.1823,0.046,0.2678,90,0.1382,0.0267,1.255,248,0.4697,0.0977,,,,,421,5.613333333
,,NEON,01IB9,June,2019,Napaeozapus insignis ,Unknown,15.5,199,127,72,Male,adult,Yes,,0.168,19,22,0.0497,0.0089,1.0229,26,35,0.1358,0.0372,0.1446,68,0.073,0.0106,0.6606,224,0.4375,0.0793,,,,,349,4.847222222
,,NEON,01IYN,July,2019,Neotoma floridana,Unknown,200.8,317,147,170,Male,adult,Yes,,9.5717,136,145,2.2083,0.3528,9.011,58,98,2.9783,0.7197,3.7204,380,1.1042,0.2685,6.344,577,1.7038,0.3133,,,,,1200,7.058823529
,,NEON,01IBY,September,2018,Peromyscus leucopus ,Unknown,23.4,169,79,90,Male,adult,Yes,,0.6787,64,72,0.2836,0.0517,2.1308,46,57,0.3501,0.0774,,,,,1.2308,371,0.4692,0.076,,,,,,
,,NEON,01I54,July,2018,Peromyscus leucopus ,Unknown,22.5,153,69,84,Male,adult,Yes,,0.5186,60,62,0.1852,0.0299,1.3702,35,52,0.3123,0.0713,0.3296,107,0.1371,0.0209,1.0874,360,0.2591,0.042,,,,,581,6.916666667
,,NEON,01I55,June,2018,Peromyscus leucopus ,Unknown,20.5,167,73,94,Male,adult,No,,0.6196,43,47,0.0992,0.0128,0.9901,36,46,0.275,0.0574,0.2407,68,0.0642,0.0082,1.3326,382,0.2266,0.0286,,,,,543,5.776595745
,,NEON,01IF8,August ,2018,Peromyscus leucopus ,Unknown,19.7,160,81,79,Male,adult,Yes,,0.5087,31,32,0.1084,0.0154,0.4454,26,26,0.27,0.066,0.2124,96,0.1015,0.0187,1.3094,275,0.288,0.0514,,,,,429,5.430379747
,,NEON,01INA,June,2019,Peromyscus maniculatus ,No ,NA,NA,NA,NA,Male,adult,Yes,,0.4986,38,39,0.1691,0.029,2.0563,39,54,0.2777,0.0722,0.1365,66,0.0961,0.0172,1.0827,349,0.389,0.0703,,,,,508,
,,NEON,01IBJ,November,2018,Peromyscus maniculatus ,Unknown,18.3,150,79,71,Male,adult,Yes,,0.3551,41,49,0.1775,0.0267,0.306,19,28,0.272,0.0574,,,,,1.2336,286,0.7315,0.1627,,,,,,
,,NEON,01J0C,August ,2019,Peromyscus maniculatus ,Unknown,18.8,171,84,87,Male,adult,Yes,,0.2631,33,34,0.0971,0.0147,0.9893,29,36,0.1791,0.0454,0.1625,79,0.0878,0.0141,1.6314,331,0.439,0.0703,,,,,480,5.517241379
,,NEON,01IG7,August ,2018,Sigmodon hispidus,Unknown,76.7,228,95,133,Male,adult,Yes,,4.9141,110,117,0.7137,0.1347,3.347,39,61,0.6143,0.1304,1.7183,260,0.5656,0.0992,3.149,677,1.2431,0.2079,,,,,1115,8.383458647
,,NEON,01IG8,August ,2018,Sigmodon hispidus,Unknown,106.8,[208],[63],145,Female,adult,No,,8.0776,123,124,1.0255,0.1646,4.2707,48,75,1.1352,0.1776,1.7386,234,0.5742,0.085,4.542,690,1.8322,0.299,,,,,1123,7.744827586
,,NEON,01IG9,August ,2018,Sigmodon hispidus,Unknown,147,272,110,162,Male,adult,Yes,,3.6796,64,74,0.6972,0.1322,5.8517,50,73,0.8748,0.2083,1.3931,203,0.5322,0.1074,4.7148,768,1.8407,0.3794,,,,,1118,6.901234568
,,NEON,01IGA,August ,2018,Sigmodon hispidus,Unknown,133.8,258,104,154,Male,adult,Yes,,4.9039,101,100,0.9137,0.1397,2.4437,40,62,1.0361,0.1994,2.0486,298,0.9841,0.1685,4.8529,826,2.2419,0.4028,,,,,1286,8.350649351
,,NEON,01I73,August ,2018,Zapus hudsonius,Unknown,15.9,193,120,73,Male,adult,Yes,,,,,,,0.4695,17,27,0.1071,0.0236,0.2972,114,0.1198,0.024,0.7455,187,0.2718,0.0561,,,,,,
,,NEON,01J05,August ,2019,Zapus hudsonius,Unknown,21.4,204,121,83,Male,adult,Yes,,0.2944,28,33,0.0816,0.0147,1.0257,20,34,0.1127,0.0232,0.2151,69,0.0919,0.0192,1.5482,268,0.7972,0.165,,,,,404,4.86746988
,,NEON,01I97,August ,2018,Zapus hudsonius,Unknown,12.8,188,118,70,Female,adult,No,,0.123,17,21,0.0505,0.0108,0.958,22,35,0.0965,0.0228,0.1971,77,0.0763,0.0131,0.7842,224,0.4104,0.0877,,,,,357,5.1
,,NEON,03ST8,September,2020,Cryptotis parva ,Unknown,3.8,61,16,45,Male,adult,Yes,,,,,,,0.0676,13,15,0.027,0.0056,,,,,,,,,0.4262,159,0.0993,0.0169,174,3.866666667
,,NEON,01IJJ,June,2019,Sorex hoyi,No ,4.7,83,29,54,Male,adult,Yes,,,,,,,0.0477,11,12,0.0247,0.0041,,,,,,,,,0.4546,190,0.1666,0.0247,202,3.740740741
,,NEON,01IJW,July,2019,Sorex hoyi,No ,3.8,76,27,49,Female,adult,No,,,,,,,0.0485,15,17,0.0263,0.0039,,,,,,,,,0.488,187,0.211,0.0375,204,4.163265306
,,NEON,01IK7,July,2019,Sorex hoyi,No ,3.6,76,27,49,Female,adult,No,,,,,,,0.0461,15,17,0.0242,0.0045,,,,,,,,,0.5545,197,0.2403,0.0451,214,4.367346939
,,NEON,01IKO,August ,2019,Sorex hoyi,No ,3.5,75,26,49,Male,adult,No,,,,,,,0.0408,15,15,0.0226,0.0039,,,,,,,,,0.453,193,0.1394,0.0249,208,4.244897959
,,NEON,048HR,November,2020,Sorex cinereus,Unknown,2.7,74,36,38,Male,adult,No,,,,,,,0.0404,12,12,0.0271,0.0045,,,,,,,,,0.3355,169,0.2034,0.0405,181,4.763157895
,,NEON,051A6,August ,2021,Zapus hudsonius,Unknown,19.2,203,127,76,Female,adult,No,,0.2793,46,46,0.0272,0.0046,2.4948,23,48,0.0832,0.0218,0.2824,89,0.1009,0.0222,1.2046,240,0.2105,0.0484,,,,,423,5.565789474
,,NEON,054FX,August ,2021,Napaeozapus insignis ,Unknown,18.7,230,151,79,Male,adult,Yes,,0.2568,75,73,0.057,0.011,0.6805,23,37,0.1259,0.0315,0.2398,82,0.0602,0.0139,1.0374,206,0.2353,0.0449,,,,,398,5.037974684
,,NEON,054GG,July,2021,Napaeozapus insignis ,Unknown,24.4,211,[129],82,Female,adult,No,,0.4206,26,31,0.1033,0.0212,4.1306,30,58,0.2084,0.0534,0.4075,92,0.0948,0.0223,1.6843,279,0.3971,0.0742,,,,,460,5.609756098
,,NEON,054FU,August ,2021,Myodes gapperi,Unknown,24.9,128,42,86,Male,adult,Yes,,0.8048,71,72,0.2367,0.0492,2.7943,40,58,0.2393,0.0566,0.4079,170,0.1945,0.0389,1.49833,432,0.5562,0.1053,,,,,732,8.511627907
,,NEON,054FT,August ,2021,Myodes gapperi,Unknown,22.6,132,38,94,Male,adult,Yes,,1.4225,72,83,0.2954,0.0442,0.2757,23,32,0.1855,0.039,0.2954,136,0.1068,0.0166,1.5654,407,0.4561,0.0854,,,,,658,7
,,NEON,054GD,September,2021,Myodes gapperi,Unknown,24.1,122,36,86,Male,adult,Yes,,1.0156,55,64,0.2417,0.0415,1.9724,39,50,0.2154,0.0541,0.3364,211,0.1841,0.0387,1.7182,514,0.7074,0.1521,,,,,839,9.755813953
,,NEON,054G9,June,2021,Myodes gapperi,Unknown,18.6,121,34,87,Female,adult,No,,1.2305,57,62,0.1788,0.0318,1.6885,37,56,0.1423,0.0349,0.2402,120,0.0923,0.0163,1.1791,392,0.5209,0.0852,,,,,630,7.24137931
,,NEON,054FB,June,2021,Blarina carolinensis ,Unknown,7.3,85,19,66,Female,adult,No,,,,,,,0.1067,18,20,0.044,0.0087,,,,,,,,,0.7311,274,0.3177,0.0497,294,4.454545455
,,NEON,054FE,June,2021,Blarina carolinensis ,Unknown,7,80,20,60,Male,adult,Yes,,,,,,,0.0892,12,13,0.0437,0.0093,,,,,,,,,0.8934,269,0.2816,0.0448,282,4.7
,,NEON,054FA,June,2021,Blarina carolinensis ,Unknown,8,93,22,71,Male,adult,No,,,,,,,0.1368,15,21,0.0381,0.007,,,,,,,,,0.9949,274,0.3259,0.0546,295,4.154929577
,,NEON,054FD,June,2021,Blarina carolinensis ,Unknown,6.6,81,17,64,Male,adult,Yes,,,,,,,0.065,10,12,0.0227,0.005,,,,,,,,,0.8654,250,0.1999,0.0315,262,4.09375
,,NEON,054FC,June,2021,Blarina carolinensis ,Unknown,7.2,92,21,71,Female,adult,No,,,,,,,0.0877,18,19,0.0468,0.0085,,,,,,,,,0.7408,286,0.2412,0.0373,305,4.295774648
,,NEON,054F9,June,2021,Blarina carolinensis ,Unknown,7.5,91,21,70,Female,adult,No,,,,,,,0.1679,14,17,0.0482,0.0104,,,,,,,,,1.2342,268,0.2807,0.0533,285,4.071428571
,,NEON,0519Q,August ,2021,Glaucomys sabrinus ,Unknown,120,288,130,158,Female,adult,No,,3.9065,90,111,1.1399,0.2228,13.1735,48,104,1.2911,0.301,1.5904,285,0.9768,0.2055,10.4284,1073,2.7086,0.5004,,,,,1573,9.955696203
,,NEON,051AZ,August ,2021,Glaucomys sabrinus ,Unknown,107,262,113,149,Male,adult,No,,1.6087,75,82,0.6172,0.1187,8.9088,39,83,0.8028,0.1629,0.9735,264,0.6616,0.1309,4.8918,816,1.2588,0.2595,,,,,1245,8.355704698
,,NY,74f11402,September,2020,Condylura cristata,Unknown,NA,184,65,119,Female,adult,No,,,,,,,0.6462,52,55,0.3084,0.0536,,,,,,,,,2.4642,909,1.0364,0.0154,964,8.100840336
,,NY,f810eb96,September,2020,Condylura cristata,No ,NA,183,71,112,Female,adult,No,,,,,,,0.7447,59,62,0.4345,0.0651,,,,,,,,,1.3763,795,0.5449,0.02,857,7.651785714
,,NY,6XQdvTsj,August ,2019,Condylura cristata,Unknown,NA,172,66,106,Male,adult,No,,,,,,,0.5125,55,55,0.2846,0.0562,,,,,,,,,3.0377,1174,1.2469,0.0607,1229,11.59433962
,,NY,417d162d,June,2021,Tamias striatus,Unknown,[80],244,95,149,Female,adult,No,,2.0703,97,99,0.385,0.0695,4.3001,30,50,0.5004,0.1098,1.0079,206,0.362,0.0743,2.3509,787,1.2539,0.2769,,,,,1142,7.66442953
,,NY,33305df6,August ,2020,Tamias striatus,Unknown,[80],230,84,146,Female,adult,No,,0.9055,50,55,0.2519,0.0568,1.3762,24,37,0.3985,0.0943,0.6695,174,0.3205,0.0761,2.923,680,1.293,0.2784,,,,,946,6.479452055
,,NY,cwhF2bkb,July,2019,Tamias striatus,Unknown,[80],222,87,135,Male,adult,No,,1.5289,39,61,0.239,0.0331,0.8778,23,37,0.5355,0.1045,1.0765,188,0.3961,0.0692,3.4859,746,2.3354,0.4069,,,,,1032,7.644444444
,,NY,5U20q2Hj,September,Unknown,Tamias striatus,Unknown,[100],203,59,144,Female,adult,No,,1.0593,53,67,0.1629,0.0262,0.892,25,48,0.5905,0.1184,0.8288,221,0.4343,0.0691,4.6455,974,2.9036,0.4983,,,,,1310,9.097222222
,,NY,31dc66b7,September,2020,Tamias striatus,Unknown,[100],252,90,162,Male,adult,No,,1.5601,74,75,0.3654,0.0567,1.7481,30,45,0.4894,0.0984,0.9169,170,0.3469,0.061,3.8015,691,2.0256,0.3805,,,,,981,6.055555556
,,NY,Y5GHJisR,July,2019,Tamias striatus,Unknown,[80],204,81,123,Female,adult,No,,0.8564,49,49,0.2731,0.0494,1.4366,27,41,0.5001,0.1183,0.7986,165,0.3119,0.0626,3.6607,687,1.9365,0.3876,,,,,942,7.658536585
,,NY,c6b9f75e,September,2019,Tamias striatus,Unknown,[120],252,87,165,Female,adult,No,,1.9192,70,72,0.3351,0.0433,0.9739,29,40,0.6244,0.1165,1.0462,257,0.665,0.1076,4.941,987,1.9247,0.2923,,,,,1356,8.218181818
